Year,Make,Model,Trim,Body Style
1934,"Lincoln","Model KA","NoName",""
1934,"Lincoln","Model KB","NoName",""
1934,"Oldsmobile","Model F-34","NoName",""
1934,"Oldsmobile","Model L-34","NoName",""
1934,"Plymouth","DeLuxe PE","Deluxe",""
1934,"Plymouth","Standard PF","Standard",""
1934,"Plymouth","Special PF","Special",""
1934,"Plymouth","Standard PG","Standard",""
1934,"Pontiac","Model 603","NoName",""
1934,"Rolls-Royce","Phantom III","NoName","Sedan"
1934,"Desoto","Airflow","SE",""
1934,"Hudson","Challenger Eight","Series LTS",""
1934,"Hudson","DeLuxe Eight","Series LUU",""
1934,"Hudson","Delivery","NoName",""
1934,"Hudson","DeLuxe","Series LU",""
1934,"Hudson","Pickup","NoName",""
1934,"Hudson","Standard Eight","Series LT",""
1934,"Hudson","Standard Eight","Series LUU",""
1934,"LaSalle","350","NoName",""
1934,"Nash","Advanced Eight","NoName",""
1934,"Nash","Ambassador","NoName",""
1934,"Nash","Big Six","NoName",""
1934,"Nash","Lafayette","Series 110",""
1934,"Packard","Dietrich","Model 1105",""
1934,"Packard","Dietrich","Model 1108",""
1934,"Packard","Eight","Model 1100",""
1934,"Packard","Eight","Model 1102",""
1934,"Packard","LeBaron","Model 1105",""
1934,"Packard","LeBaron","Model 1106",""
1934,"Packard","LeBaron","Model 1108",""
1934,"Packard","Super Eight","Model 1103",""
1934,"Packard","Super Eight","Model 1105",""
1934,"Packard","Super Eight","Model 1104",""
1934,"Packard","Twelve","Model 1107",""
1934,"Packard","Twelve","Model 1108",""
1934,"Studebaker","Commander","NoName",""
1934,"Studebaker","Dictator","Model Special A",""
1934,"Studebaker","Dictator","NoName",""
1934,"Studebaker","President","NoName",""
1934,"International","A-1","Canopy","SUV"
1934,"International","A-1","Panel","SUV"
1934,"International","A-1","Screen","SUV"
1934,"International","A-1","NoName","Regular Cab Pickup"
1934,"International","C-1","NoName","Regular Cab Pickup"
1934,"International","D-1","Canopy","SUV"
1934,"International","D-1","Panel","SUV"
1934,"International","D-1","Screen",""
1934,"International","D-1","NoName","Regular Cab Pickup"
1934,"International","M-2","NoName","Regular Cab Pickup"
1935,"Auburn","Model 6-653","NoName","Coupe"
1935,"Auburn","Model 8-851","NoName","Sedan"
1935,"Hupmobile","Series 518-D","NoName","Sedan"
1935,"Hupmobile","Series 521-J","NoName","Coupe"
1935,"Hupmobile","Series 521-J","NoName","Sedan"
1935,"Hupmobile","Series 527-T","NoName","Coupe"
1935,"Hupmobile","Series 527-T","NoName","Sedan"
1935,"Hupmobile","Series 517-W","NoName","Sedan"
1935,"Hupmobile","Series 521-O","NoName","Coupe"
1935,"Hupmobile","Series 521-O","NoName","Sedan"
1935,"Buick","Century","NoName",""
1935,"Buick","Limited","NoName",""
1935,"Buick","Super","NoName",""
1935,"Buick","Special","NoName",""
1935,"Cadillac","Fleetwood","NoName","Sedan"
1935,"Cadillac","Series 355","Model 10",""
1935,"Cadillac","Series 355","Model 20",""
1935,"Cadillac","Series 355","Model 30",""
1935,"Cadillac","Series 452","NoName",""
1935,"Cadillac","Series 370","NoName",""
1935,"Chevrolet","Master Deluxe","NoName",""
1935,"Chevrolet","Panel","NoName",""
1935,"Chevrolet","Pickup","NoName","Regular Cab Pickup"
1935,"Chevrolet","Sedan Delivery","NoName",""
1935,"Chevrolet","Standard","NoName",""
1935,"Chrysler","Airstream","Deluxe",""
1935,"Chrysler","Airstream","NoName",""
1935,"Chrysler","Airflow","NoName",""
1935,"Chrysler","Imperial","Custom",""
1935,"Dodge","Commercial","Series KC",""
1935,"Dodge","DU","NoName",""
1935,"Dodge","Delivery","Series KC",""
1935,"Dodge","Pickup","NoName","Regular Cab Pickup"
1935,"Dodge","Screen","Series KC",""
1935,"Dodge","Suburban","Series KC",""
1935,"Ford","Model 48","NoName",""
1935,"Ford","Panel","NoName","Regular Cab Pickup"
1935,"Ford","Pickup","NoName","Regular Cab Pickup"
1935,"Ford","Sedan Delivery","NoName","Regular Cab Pickup"
1935,"GMC","Panel","NoName",""
1935,"GMC","Pickup","NoName","Regular Cab Pickup"
1935,"Lincoln","Model K","NoName",""
1935,"Oldsmobile","Model F-35","NoName",""
1935,"Oldsmobile","Model L-35","NoName",""
1935,"Plymouth","Business PJ","Business",""
1935,"Plymouth","DeLuxe PJ","Deluxe",""
1935,"Pontiac","6AA","Deluxe",""
1935,"Pontiac","6AB","Standard",""
1935,"Pontiac","Imperial Eight","NoName",""
1935,"Rolls-Royce","Phantom III","NoName","Sedan"
1935,"Desoto","Airstream","SF",""
1935,"Desoto","Airflow","SG",""
1935,"Hudson","Big Six","Series GH",""
1935,"Hudson","Custom Eight","Series HHU",""
1935,"Hudson","DeLuxe Eight","Series HUL",""
1935,"Hudson","DeLuxe Eight","Series HU",""
1935,"Hudson","Delivery","NoName",""
1935,"Hudson","Pickup","NoName",""
1935,"Hudson","Special Eight","Series HTL",""
1935,"Hudson","Special Eight","Series HT",""
1935,"LaSalle","50","NoName","Sedan"
1935,"Nash","Advanced","NoName",""
1935,"Nash","Ambassador","NoName",""
1935,"Nash","Lafayette","NoName",""
1935,"Packard","1200","NoName",""
1935,"Packard","1202","NoName",""
1935,"Packard","1208","NoName",""
1935,"Packard","120","NoName",""
1935,"Packard","1201","NoName",""
1935,"Packard","1207","NoName",""
1935,"Packard","Super","Model 1204",""
1935,"Packard","Super","Model 1203",""
1935,"Packard","Super","Model 1205",""
1935,"Studebaker","Commander","NoName",""
1935,"Studebaker","Dictator","NoName",""
1935,"Studebaker","President","NoName",""
1935,"International","C-10","NoName","Regular Cab Pickup"
1935,"International","C-1","NoName","Regular Cab Pickup"
1935,"International","M-3","NoName","Regular Cab Pickup"
1936,"Auburn","Model 6-654","NoName","Sedan"
1936,"Auburn","Model 8-852","NoName","Sedan"
1936,"Hupmobile","Series 618-D","NoName","Sedan"
1936,"Hupmobile","Series 621-O","NoName","Coupe"
1936,"Hupmobile","Series 621-O","NoName","Sedan"
1936,"Hupmobile","Series 618-G","NoName","Coupe"
1936,"Hupmobile","Series 618-G","NoName","Sedan"
1936,"Hupmobile","Series 621-N","NoName","Coupe"
1936,"Hupmobile","Series 621-N","NoName","Sedan"
1936,"Buick","Century","NoName",""
1936,"Buick","Limited","NoName",""
1936,"Buick","Roadmaster","NoName","Sedan"
1936,"Buick","Special","NoName",""
1936,"Cadillac","Fleetwood","NoName","Sedan"
1936,"Cadillac","Series 80","NoName",""
1936,"Cadillac","Series 90","NoName",""
1936,"Cadillac","Series 60","NoName",""
1936,"Cadillac","Series 70","NoName",""
1936,"Cadillac","Series 75","NoName",""
1936,"Chevrolet","Coupe Pickup","NoName",""
1936,"Chevrolet","Master Deluxe","NoName",""
1936,"Chevrolet","Panel Delivery","NoName",""
1936,"Chevrolet","Pickup","NoName","Regular Cab Pickup"
1936,"Chevrolet","Sedan Delivery","NoName",""
1936,"Chevrolet","Standard","NoName",""
1936,"Chrysler","Airstream","Deluxe",""
1936,"Chrysler","Airstream","NoName",""
1936,"Chrysler","Airflow","NoName",""
1936,"Chrysler","Imperial","Custom",""
1936,"Dodge","Canopy","NoName",""
1936,"Dodge","Commercial","Series D2",""
1936,"Dodge","Commercial","Series LC",""
1936,"Dodge","D2","NoName",""
1936,"Dodge","Panel","Series LC",""
1936,"Dodge","Pickup","Series LC","Regular Cab Pickup"
1936,"Dodge","Screen","Series LC",""
1936,"Ford","Deluxe","NoName","Sedan"
1936,"Ford","Model 68","NoName",""
1936,"Ford","Panel","NoName","Regular Cab Pickup"
1936,"Ford","Pickup","NoName","Regular Cab Pickup"
1936,"Ford","Sedan Delivery","NoName","Regular Cab Pickup"
1936,"GMC","Panel","NoName",""
1936,"GMC","Pickup","NoName","Regular Cab Pickup"
1936,"Lincoln","Model K","NoName",""
1936,"Lincoln","Zephyr","NoName","Sedan"
1936,"Oldsmobile","Model F-36","NoName",""
1936,"Oldsmobile","Model L-36","NoName",""
1936,"Plymouth","Business","NoName",""
1936,"Plymouth","DeLuxe","NoName",""
1936,"Pontiac","Deluxe Six","NoName",""
1936,"Pontiac","Master Six","NoName",""
1936,"Pontiac","Silver Streak","Deluxe 8",""
1936,"Rolls-Royce","Phantom III","NoName","Sedan"
1936,"Desoto","Airflow III","S-2",""
1936,"Desoto","Airstream","S-1",""
1936,"Hudson","Custom Eight","Series 67",""
1936,"Hudson","Custom Six","Series 63",""
1936,"Hudson","DeLuxe Eight","Series 64",""
1936,"Hudson","DeLuxe Eight","Series 66",""
1936,"Hudson","Delivery","NoName",""
1936,"Hudson","Pickup","NoName",""
1936,"LaSalle","50","NoName","Sedan"
1936,"Nash","400","NoName",""
1936,"Nash","Ambassador Super 8","NoName",""
1936,"Nash","Ambassador","Series 3620",""
1936,"Nash","Lafayette","NoName",""
1936,"Packard","1400","NoName",""
1936,"Packard","1402","NoName",""
1936,"Packard","1407","NoName",""
1936,"Packard","120B","NoName",""
1936,"Packard","1401","NoName",""
1936,"Packard","1403","NoName",""
1936,"Packard","1408","NoName",""
1936,"Packard","Super Eight","NoName",""
1936,"Studebaker","Dictator","NoName",""
1936,"Studebaker","President","NoName",""
1936,"International","C-10","NoName","Regular Cab Pickup"
1936,"International","C-15","NoName","Regular Cab Pickup"
1936,"International","C-1","NoName","Regular Cab Pickup"
1936,"International","C-12","NoName","Regular Cab Pickup"
1936,"International","C-5","NoName","Regular Cab Pickup"
1936,"International","M-3","NoName","Regular Cab Pickup"
1937,"Buick","Century","NoName",""
1937,"Buick","Limited","NoName",""
1937,"Buick","Roadmaster","NoName","Sedan"
1937,"Buick","Special","NoName",""
1937,"Cadillac","Fleetwood","NoName","Sedan"
1937,"Cadillac","Series 65","NoName",""
1937,"Cadillac","Series 90","NoName",""
1937,"Cadillac","Series 60","NoName",""
1937,"Cadillac","Series 70","NoName",""
1937,"Cadillac","Series 75","NoName",""
1937,"Cadillac","Series 85","NoName",""
1937,"Chevrolet","Canopy Express","NoName",""
1937,"Chevrolet","Master","NoName",""
1937,"Chevrolet","Master Deluxe","NoName",""
1937,"Chevrolet","Panel","NoName",""
1937,"Chevrolet","Pickup","NoName","Regular Cab Pickup"
1937,"Chevrolet","Sedan Delivery","NoName",""
1937,"Chevrolet","Suburban","NoName","SUV"
1937,"Chrysler","Airflow","NoName",""
1937,"Chrysler","Imperial","Custom",""
1937,"Chrysler","Imperial","NoName",""
1937,"Chrysler","Royal","NoName",""
1937,"Dodge","Canopy","Series MC",""
1937,"Dodge","Commercial","NoName",""
1937,"Dodge","D5","NoName",""
1937,"Dodge","Panel","Series MC",""
1937,"Dodge","Pickup","Series MC","Regular Cab Pickup"
1937,"Dodge","Screen","Series MC",""
1937,"Dodge","Station Wagon","Series MC","Wagon"
1937,"Ford","Deluxe","NoName","Sedan"
1937,"Ford","Model 78","NoName",""
1937,"Ford","Model 74","NoName",""
1937,"Ford","Panel","NoName","Regular Cab Pickup"
1937,"Ford","Pickup","NoName","Regular Cab Pickup"
1937,"Ford","Sedan Delivery","NoName","Regular Cab Pickup"
1937,"GMC","Panel","NoName",""
1937,"GMC","Pickup","NoName","Regular Cab Pickup"
1937,"Lincoln","Model K","NoName",""
1937,"Lincoln","Zephyr","NoName","Sedan"
1937,"Oldsmobile","Model F-37","NoName",""
1937,"Oldsmobile","Model L-37","NoName",""
1937,"Plymouth","Business","NoName",""
1937,"Plymouth","DeLuxe","NoName",""
1937,"Plymouth","Pickup","NoName","Regular Cab Pickup"
1937,"Plymouth","Sedan Delivery","NoName",""
1937,"Pontiac","Model 6CA","Deluxe",""
1937,"Pontiac","Model 88A","Deluxe",""
1937,"Rolls-Royce","Phantom III","NoName","Sedan"
1937,"Desoto","Airstream","S-3",""
1937,"Hudson","Custom Eight","Series 75",""
1937,"Hudson","Custom Eight","Series 77",""
1937,"Hudson","Custom Six","Series 73",""
1937,"Hudson","DeLuxe Eight","Series 74",""
1937,"Hudson","DeLuxe Eight","Series 76",""
1937,"Hudson","Delivery","NoName",""
1937,"Hudson","Pickup","NoName",""
1937,"Hudson","Utility","NoName",""
1937,"LaSalle","50","NoName","Sedan"
1937,"Nash","Ambassador 6","NoName",""
1937,"Nash","Lafayette 400","NoName",""
1937,"Packard","120C","NoName",""
1937,"Packard","115C","NoName",""
1937,"Packard","138CD","NoName",""
1937,"Packard","120CD","NoName",""
1937,"Packard","1506","V-12",""
1937,"Packard","1508","V-12",""
1937,"Packard","1507","V-12",""
1937,"Packard","Super Eight","Model 1502",""
1937,"Studebaker","Dictator","NoName",""
1937,"Studebaker","Pickup","NoName","Regular Cab Pickup"
1937,"Studebaker","President","NoName",""
1937,"International","D-2","NoName","Regular Cab Pickup"
1937,"International","D-15","NoName","Regular Cab Pickup"
1937,"International","D-5","NoName","Regular Cab Pickup"
1938,"Hupmobile","Series 822-E","NoName","Sedan"
1938,"Hupmobile","Series 825-H","NoName","Sedan"
1938,"Hupmobile","Series 822-ES","NoName","Sedan"
1938,"Buick","Century","NoName",""
1938,"Buick","Limited","NoName",""
1938,"Buick","Roadmaster","NoName","Sedan"
1938,"Buick","Special","NoName",""
1938,"Cadillac","Fleetwood","NoName","Sedan"
1938,"Cadillac","Series 65","NoName",""
1938,"Cadillac","Series 90","NoName",""
1938,"Cadillac","Series 60","Special",""
1938,"Cadillac","Series 60","NoName",""
1938,"Cadillac","Series 75","NoName",""
1938,"Chevrolet","Canopy Express","NoName",""
1938,"Chevrolet","Coupe Pickup","NoName",""
1938,"Chevrolet","Master","NoName",""
1938,"Chevrolet","Master Deluxe","NoName",""
1938,"Chevrolet","Panel","NoName",""
1938,"Chevrolet","Pickup","NoName","Regular Cab Pickup"
1938,"Chevrolet","Sedan Delivery","NoName",""
1938,"Chevrolet","Suburban","NoName","SUV"
1938,"Chrysler","Imperial","Custom",""
1938,"Chrysler","Imperial","NoName",""
1938,"Chrysler","New York Special","NoName",""
1938,"Chrysler","Royal","NoName",""
1938,"Dodge","Canopy","Series RC",""
1938,"Dodge","Commercial","Series RC",""
1938,"Dodge","D8","NoName",""
1938,"Dodge","Express 1500","Series RC",""
1938,"Dodge","Panel","Series RC",""
1938,"Dodge","Pickup","Series RC","Regular Cab Pickup"
1938,"Ford","Deluxe","NoName","Sedan"
1938,"Ford","Model 82A","Standard",""
1938,"Ford","Model 81A","Deluxe",""
1938,"Ford","Panel","NoName","Regular Cab Pickup"
1938,"Ford","Pickup","NoName","Regular Cab Pickup"
1938,"Ford","Sedan Delivery","NoName","Regular Cab Pickup"
1938,"GMC","Panel","NoName",""
1938,"GMC","Pickup","NoName","Regular Cab Pickup"
1938,"Lincoln","Model K","NoName",""
1938,"Lincoln","Zephyr","NoName","Sedan"
1938,"Oldsmobile","Model F-38","NoName",""
1938,"Oldsmobile","Model L-38","NoName",""
1938,"Plymouth","DeLuxe","NoName",""
1938,"Plymouth","Pickup","NoName","Regular Cab Pickup"
1938,"Plymouth","Roadking","Business",""
1938,"Plymouth","Sedan Delivery","NoName",""
1938,"Pontiac","Model 6DA","Deluxe",""
1938,"Pontiac","Model 8DA","Deluxe",""
1938,"Rolls-Royce","Phantom III","NoName","Sedan"
1938,"Desoto","S-5","NoName",""
1938,"Hudson","Country Club","Series 87",""
1938,"Hudson","Custom","Series 83",""
1938,"Hudson","Custom","Series 85",""
1938,"Hudson","Delivery","NoName",""
1938,"Hudson","DeLuxe","Series 84",""
1938,"Hudson","DeLuxe","Series 89",""
1938,"Hudson","Pickup","NoName",""
1938,"Hudson","Standard","Series 89",""
1938,"Hudson","Utility","Series 89",""
1938,"LaSalle","50","NoName","Sedan"
1938,"Nash","Ambassador","NoName",""
1938,"Nash","DeLuxe","NoName",""
1938,"Nash","Lafayette","NoName",""
1938,"Packard","1601","NoName",""
1938,"Packard","1602","NoName",""
1938,"Packard","1607","NoName",""
1938,"Packard","1608","NoName",""
1938,"Packard","1600","NoName",""
1938,"Packard","1601D","NoName",""
1938,"Packard","1603","NoName",""
1938,"Packard","1607-8 V-12","V-12",""
1938,"Packard","Super","Model 1605",""
1938,"Packard","Super Eight","Model 1604",""
1938,"Studebaker","Commander","NoName",""
1938,"Studebaker","Pickup","NoName","Regular Cab Pickup"
1938,"Studebaker","President","NoName",""
1938,"Studebaker","State President","NoName",""
1938,"Studebaker","State Commander","NoName",""
1938,"International","D-2","NoName","Regular Cab Pickup"
1938,"International","D-15","NoName","Regular Cab Pickup"
1938,"International","D-5","NoName","Regular Cab Pickup"
1938,"Willys","38","Pickup","Regular Cab Pickup"
1939,"Hupmobile","Model E","NoName","Sedan"
1939,"Hupmobile","Model H","NoName","Sedan"
1939,"Hupmobile","Model R","NoName","Sedan"
1939,"Buick","Century","NoName",""
1939,"Buick","Limited","NoName",""
1939,"Buick","Roadmaster","NoName","Sedan"
1939,"Buick","Special","NoName",""
1939,"Cadillac","Fleetwood","NoName","Sedan"
1939,"Cadillac","Series 90","NoName",""
1939,"Cadillac","Series 60","Special",""
1939,"Cadillac","Series 61","NoName",""
1939,"Cadillac","Series 75","NoName",""
1939,"Chevrolet","Canopy Express","NoName",""
1939,"Chevrolet","Coupe Pickup","NoName",""
1939,"Chevrolet","Master Deluxe","NoName",""
1939,"Chevrolet","Master 85","NoName",""
1939,"Chevrolet","Panel","NoName",""
1939,"Chevrolet","Pickup","NoName","Regular Cab Pickup"
1939,"Chevrolet","Sedan Delivery","NoName",""
1939,"Chevrolet","Suburban","NoName","SUV"
1939,"Chrysler","Imperial","NoName",""
1939,"Chrysler","New Yorker","NoName",""
1939,"Chrysler","Royal","NoName",""
1939,"Chrysler","Saratoga","NoName",""
1939,"Chrysler","Traveler","NoName",""
1939,"Chrysler","Windsor","NoName",""
1939,"Dodge","Canopy","Series TC",""
1939,"Dodge","Deluxe","NoName",""
1939,"Dodge","Panel","Series TC",""
1939,"Dodge","Pickup","Series TC","Regular Cab Pickup"
1939,"Dodge","Screen","Series TC",""
1939,"Dodge","Special","D11",""
1939,"Ford","Deluxe","NoName","Sedan"
